team,opponent,all_time_win_rate,all_time_avg_goal_diff,all_time_num_matches,last5_win_rate,last5_avg_goal_diff,last5_num_matches
Sweden,Malta,1.0,3.5,2,1.0,3.5,2
Sweden,Mexico,1.0,3.0,1,1.0,3.0,1
Sweden,Moldova,1.0,2.0,4,1.0,2.0,4
Sweden,Montenegro,1.0,1.0,2,1.0,1.0,2
Sweden,Netherlands,0.5,-1.0,4,0.5,-1.0,4
Sweden,Norway,0.5,-0.5,4,0.5,-0.5,4
Sweden,Poland,0.5,-0.5,2,0.5,-0.5,2
Sweden,Portugal,0.0,-1.75,4,0.0,-1.75,4
Sweden,Republic of Ireland,1.0,0.3333333333333333,3,1.0,0.3333333333333333,3
Sweden,Romania,1.0,1.5,2,1.0,1.5,2
Sweden,Russia,0.75,0.25,4,0.75,0.25,4
Sweden,San Marino,1.0,5.5,2,1.0,5.5,2
Sweden,Serbia,0.0,-2.0,2,0.0,-2.0,2
Sweden,Slovakia,1.0,0.6666666666666666,3,1.0,0.6666666666666666,3
Sweden,Slovenia,1.0,1.0,2,1.0,1.0,2
Sweden,South Korea,1.0,1.0,1,1.0,1.0,1
Sweden,Spain,0.6,-0.6,5,0.6,-0.6,5
Sweden,Switzerland,1.0,1.0,1,1.0,1.0,1
Sweden,Turkey,0.5,0.0,2,0.5,0.0,2
Sweden,Ukraine,0.0,-1.0,2,0.0,-1.0,2
Switzerland,Albania,1.0,1.3333333333333333,3,1.0,1.3333333333333333,3
Switzerland,Andorra,1.0,2.0,4,1.0,2.0,4
Switzerland,Argentina,0.0,-1.0,1,0.0,-1.0,1
Switzerland,Belarus,1.0,2.5,2,1.0,2.5,2
Switzerland,Belgium,0.5,1.0,2,0.5,1.0,2
Switzerland,Brazil,0.5,-0.5,2,0.5,-0.5,2
Switzerland,Bulgaria,1.0,2.0,4,1.0,2.0,4
Switzerland,Cameroon,1.0,1.0,1,1.0,1.0,1
Switzerland,Chile,0.0,-1.0,1,0.0,-1.0,1
Switzerland,Costa Rica,1.0,-0.0,1,1.0,-0.0,1
Switzerland,Cyprus,1.0,0.5,2,1.0,0.5,2
Switzerland,Czech Republic,0.5,-0.0,2,0.5,-0.0,2
Switzerland,Denmark,0.5,-0.75,4,0.5,-0.75,4
Switzerland,Ecuador,1.0,1.0,1,1.0,1.0,1
Switzerland,England,0.5,-1.0,6,0.6,-0.8,5
Switzerland,Estonia,1.0,2.0,2,1.0,2.0,2
Switzerland,Faroe Islands,1.0,2.0,2,1.0,2.0,2
Switzerland,France,0.6666666666666667,-1.0,3,0.6666666666666667,-1.0,3
Switzerland,Georgia,1.0,1.5,2,1.0,1.5,2
Switzerland,Germany,1.0,-0.0,3,1.0,-0.0,3
Switzerland,Gibraltar,1.0,4.5,2,1.0,4.5,2
Switzerland,Honduras,1.0,1.5,2,1.0,1.5,2
Switzerland,Hungary,1.0,2.0,3,1.0,2.0,3
Switzerland,Iceland,1.0,2.25,4,1.0,2.25,4
Switzerland,Israel,1.0,1.5,2,1.0,1.5,2
Switzerland,Italy,0.75,-0.25,4,0.75,-0.25,4
Switzerland,Kosovo,1.0,-0.0,2,1.0,-0.0,2
Switzerland,Latvia,1.0,2.0,2,1.0,2.0,2
Switzerland,Lithuania,1.0,2.5,4,1.0,2.5,4
Switzerland,Montenegro,0.5,0.5,2,0.5,0.5,2
Switzerland,Northern Ireland,1.0,0.75,4,1.0,0.75,4
Switzerland,Norway,1.0,1.0,2,1.0,1.0,2
Switzerland,Poland,1.0,-0.0,1,1.0,-0.0,1
Switzerland,Portugal,0.33333333333333337,-1.6666666666666667,6,0.19999999999999996,-2.4,5
Switzerland,Republic of Ireland,1.0,1.0,2,1.0,1.0,2
Switzerland,Romania,0.6666666666666667,-0.3333333333333333,3,0.6666666666666667,-0.3333333333333333,3
Switzerland,San Marino,1.0,5.5,2,1.0,5.5,2
Switzerland,Scotland,1.0,-0.0,1,1.0,-0.0,1
Switzerland,Serbia,0.75,-0.0,4,0.75,-0.0,4
Switzerland,Slovenia,0.75,0.75,4,0.75,0.75,4
Switzerland,Spain,0.5,-0.5,8,0.4,-0.8,5
Switzerland,Sweden,0.0,-1.0,1,0.0,-1.0,1
Switzerland,Turkey,1.0,2.0,1,1.0,2.0,1
Switzerland,Ukraine,0.5,1.0,2,0.5,1.0,2
Switzerland,Wales,0.3333333333333333,0.3333333333333333,3,0.3333333333333333,0.3333333333333333,3
Syria,Afghanistan,1.0,4.5,2,1.0,4.5,2
Syria,Australia,0.5,-0.5,2,0.5,-0.5,2
Syria,Cambodia,1.0,6.0,2,1.0,6.0,2
Syria,China PR,0.75,-0.0,4,0.75,-0.0,4
Syria,Guam,1.0,3.5,2,1.0,3.5,2
Syria,Iran,0.5,-1.0,4,0.5,-1.0,4
Syria,Iraq,1.0,-0.0,2,1.0,-0.0,2
Syria,Japan,0.0,-4.5,4,0.0,-4.5,4
Syria,Lebanon,0.5,1.0,2,0.5,1.0,2
Syria,Maldives,1.0,2.5,2,1.0,2.5,2
Syria,Myanmar,1.0,3.5,2,1.0,3.5,2
Syria,North Korea,0.5,-0.0,2,0.5,-0.0,2
Syria,Philippines,1.0,2.0,2,1.0,2.0,2
Syria,Qatar,0.5,0.5,2,0.5,0.5,2
Syria,Singapore,1.0,1.0,2,1.0,1.0,2
Syria,South Korea,0.25,-1.0,4,0.25,-1.0,4
Syria,Tajikistan,0.0,-3.0,2,0.0,-3.0,2
Syria,United Arab Emirates,0.0,-1.0,2,0.0,-1.0,2
Syria,Uzbekistan,0.5,0.0,2,0.5,0.0,2
São Tomé and Príncipe,Congo,0.5,-2.5,2,0.5,-2.5,2
São Tomé and Príncipe,Ethiopia,0.5,-1.0,2,0.5,-1.0,2
São Tomé and Príncipe,Guinea-Bissau,0.0,-1.0,2,0.0,-1.0,2
São Tomé and Príncipe,Liberia,0.0,-1.0,1,0.0,-1.0,1
São Tomé and Príncipe,Malawi,0.0,-2.0,1,0.0,-2.0,1
São Tomé and Príncipe,Namibia,0.0,-2.0,1,0.0,-2.0,1
São Tomé and Príncipe,Tunisia,0.0,-4.0,1,0.0,-4.0,1
Tahiti,New Caledonia,0.0,-2.5,2,0.0,-2.5,2
Tahiti,New Zealand,0.0,-2.25,4,0.0,-2.25,4
Tahiti,Papua New Guinea,0.5,0.5,2,0.5,0.5,2
Tahiti,Samoa,1.0,3.0,1,1.0,3.0,1
Tahiti,Solomon Islands,0.4,-0.0,5,0.4,-0.0,5
Tahiti,Vanuatu,1.0,2.0,1,1.0,2.0,1
Taiwan,Australia,0.0,-5.0,2,0.0,-5.0,2
Taiwan,Brunei,0.5,0.5,2,0.5,0.5,2
Taiwan,Iraq,0.0,-3.0,2,0.0,-3.0,2
Taiwan,Jordan,0.0,-3.0,2,0.0,-3.0,2
Taiwan,Kuwait,0.0,-5.0,2,0.0,-5.0,2
Taiwan,Kyrgyzstan,0.0,-3.0,2,0.0,-3.0,2
Taiwan,Malaysia,0.25,-0.75,4,0.25,-0.75,4
Taiwan,Nepal,0.0,-2.0,2,0.0,-2.0,2
Taiwan,Oman,0.0,-3.0,2,0.0,-3.0,2
Taiwan,Thailand,0.0,-2.0,2,0.0,-2.0,2
Taiwan,Timor-Leste,1.0,3.5,2,1.0,3.5,2
Taiwan,Vietnam,0.0,-2.0,2,0.0,-2.0,2
Tajikistan,Australia,0.0,-5.0,2,0.0,-5.0,2
Tajikistan,Bangladesh,1.0,2.5,2,1.0,2.5,2
Tajikistan,Japan,0.0,-4.5,4,0.0,-4.5,4
Tajikistan,Jordan,0.25,-2.0,4,0.25,-2.0,4
Tajikistan,Kyrgyzstan,0.75,-0.0,4,0.75,-0.0,4
Tajikistan,Mongolia,1.0,2.0,2,1.0,2.0,2
Tajikistan,Myanmar,0.5,1.5,2,0.5,1.5,2
Tajikistan,North Korea,0.5,-0.5,2,0.5,-0.5,2
Tajikistan,Pakistan,1.0,4.0,2,1.0,4.0,2
Tajikistan,Saudi Arabia,0.5,-0.5,2,0.5,-0.5,2
Tajikistan,Syria,1.0,3.0,2,1.0,3.0,2
Tajikistan,Uzbekistan,0.0,-2.0,2,0.0,-2.0,2
Tanzania,Algeria,0.5,-3.5,2,0.5,-3.5,2
Tanzania,Benin,0.5,-0.0,2,0.5,-0.0,2
Tanzania,Burundi,1.0,-0.0,2,1.0,-0.0,2
Tanzania,Chad,0.5,-0.0,2,0.5,-0.0,2
Tanzania,DR Congo,0.5,-1.5,2,0.5,-1.5,2
Tanzania,Gambia,0.5,-0.5,2,0.5,-0.5,2
Tanzania,Ivory Coast,0.0,-2.0,2,0.0,-2.0,2
Tanzania,Madagascar,1.0,0.5,2,1.0,0.5,2
Tanzania,Malawi,0.5,0.5,2,0.5,0.5,2
Tanzania,Morocco,0.33333333333333337,-0.3333333333333333,3,0.33333333333333337,-0.3333333333333333,3
Tanzania,Niger,1.0,1.0,1,1.0,1.0,1
Tanzania,Zambia,1.0,1.0,1,1.0,1.0,1
Thailand,Australia,0.25,-0.75,4,0.25,-0.75,4
Thailand,China PR,0.5,-0.5,2,0.5,-0.5,2
Thailand,Indonesia,1.0,1.5,2,1.0,1.5,2
Thailand,Iraq,0.5,-1.25,4,0.5,-1.25,4
Thailand,Japan,0.0,-3.0,2,0.0,-3.0,2
Thailand,Malaysia,0.0,-1.0,2,0.0,-1.0,2
Thailand,Oman,0.5,0.5,2,0.5,0.5,2
Thailand,Palestine,1.0,0.5,2,1.0,0.5,2
Thailand,Saudi Arabia,0.25,-1.75,4,0.25,-1.75,4
Thailand,Singapore,1.0,2.0,2,1.0,2.0,2
Thailand,South Korea,0.5,-1.5,2,0.5,-1.5,2
Thailand,Taiwan,1.0,2.0,2,1.0,2.0,2
Thailand,United Arab Emirates,0.25,-0.75,4,0.25,-0.75,4
Thailand,Vietnam,0.5,1.0,4,0.5,1.0,4
Timor-Leste,Malaysia,0.0,-4.0,4,0.0,-4.0,4
Timor-Leste,Mongolia,0.0,-3.0,2,0.0,-3.0,2
Timor-Leste,Nepal,0.0,-3.0,2,0.0,-3.0,2
Timor-Leste,Palestine,0.0,-5.0,2,0.0,-5.0,2
Timor-Leste,Saudi Arabia,0.0,-8.5,2,0.0,-8.5,2
Timor-Leste,Taiwan,0.0,-3.5,2,0.0,-3.5,2
Timor-Leste,United Arab Emirates,0.0,-5.5,2,0.0,-5.5,2
Togo,Cameroon,0.0,-2.0,2,0.0,-2.0,2
Togo,Comoros,1.0,1.0,2,1.0,1.0,2
Togo,Congo,1.0,0.5,2,1.0,0.5,2
Togo,DR Congo,0.33333333333333337,-0.6666666666666666,3,0.33333333333333337,-0.6666666666666666,3
Togo,Guinea-Bissau,1.0,0.5,2,1.0,0.5,2
Togo,Libya,0.5,-1.0,2,0.5,-1.0,2
Togo,Namibia,0.5,-0.0,2,0.5,-0.0,2
Togo,Senegal,0.6666666666666667,-0.6666666666666666,3,0.6666666666666667,-0.6666666666666666,3
Togo,South Sudan,1.0,-0.0,1,1.0,-0.0,1
Togo,Sudan,1.0,-0.0,1,1.0,-0.0,1
Togo,Uganda,0.0,-2.0,2,0.0,-2.0,2
Tonga,American Samoa,0.0,-1.0,2,0.0,-1.0,2
Tonga,Cook Islands,0.6666666666666667,-0.0,3,0.6666666666666667,-0.0,3
Tonga,Samoa,0.33333333333333337,-1.3333333333333333,3,0.33333333333333337,-1.3333333333333333,3
Trinidad and Tobago,Bahamas,1.0,3.0,2,1.0,3.0,2
Trinidad and Tobago,Barbados,1.0,3.0,2,1.0,3.0,2
Trinidad and Tobago,Bermuda,0.5,-0.0,2,0.5,-0.0,2
Trinidad and Tobago,Costa Rica,0.0,-1.5,2,0.0,-1.5,2
Trinidad and Tobago,Grenada,1.0,-0.0,1,1.0,-0.0,1
Trinidad and Tobago,Guatemala,1.0,0.5,2,1.0,0.5,2
Trinidad and Tobago,Guyana,0.6666666666666667,1.3333333333333333,3,0.6666666666666667,1.3333333333333333,3
Trinidad and Tobago,Haiti,0.0,-1.0,1,0.0,-1.0,1
Trinidad and Tobago,Honduras,0.0,-1.5,2,0.0,-1.5,2
Trinidad and Tobago,Mexico,0.0,-1.5,2,0.0,-1.5,2
Trinidad and Tobago,Panama,0.5,-1.0,2,0.5,-1.0,2
Trinidad and Tobago,Puerto Rico,1.0,-0.0,1,1.0,-0.0,1
Trinidad and Tobago,Saint Kitts and Nevis,1.0,2.0,1,1.0,2.0,1
Trinidad and Tobago,Saint Vincent and the Grenadines,1.0,3.5,2,1.0,3.5,2
Trinidad and Tobago,United States,0.3333333333333333,-1.6666666666666667,3,0.3333333333333333,-1.6666666666666667,3
Tunisia,Australia,0.0,-1.0,1,0.0,-1.0,1
Tunisia,Belgium,0.0,-3.0,1,0.0,-3.0,1
Tunisia,Cameroon,0.5,-1.5,2,0.5,-1.5,2
Tunisia,Cape Verde,1.0,2.0,2,1.0,2.0,2
Tunisia,DR Congo,1.0,0.5,2,1.0,0.5,2
Tunisia,Denmark,1.0,-0.0,1,1.0,-0.0,1
Tunisia,England,0.0,-1.0,1,0.0,-1.0,1
Tunisia,Equatorial Guinea,0.8,1.0,5,0.8,1.0,5
Tunisia,France,1.0,1.0,1,1.0,1.0,1
Tunisia,Guinea,1.0,2.5,2,1.0,2.5,2
Tunisia,Libya,1.0,0.5,2,1.0,0.5,2
Tunisia,Malawi,1.0,1.0,1,1.0,1.0,1
Tunisia,Mali,1.0,0.5,2,1.0,0.5,2
Tunisia,Mauritania,1.0,1.25,4,1.0,1.25,4
Tunisia,Namibia,1.0,-0.0,1,1.0,-0.0,1
Tunisia,Panama,1.0,1.0,1,1.0,1.0,1
Tunisia,Sierra Leone,1.0,0.5,2,1.0,0.5,2
Tunisia,São Tomé and Príncipe,1.0,4.0,1,1.0,4.0,1
Tunisia,Zambia,1.0,2.0,2,1.0,2.0,2
Turkey,Albania,1.0,1.5,2,1.0,1.5,2
Turkey,Andorra,1.0,2.5,4,1.0,2.5,4
Turkey,Armenia,1.0,0.5,2,1.0,0.5,2
Turkey,Austria,1.0,1.0,3,1.0,1.0,3
Turkey,Azerbaijan,0.5,-0.0,2,0.5,-0.0,2
Turkey,Belgium,1.0,0.5,2,1.0,0.5,2
Turkey,Croatia,0.5714285714285714,-0.5714285714285714,7,0.6,-0.2,5
Turkey,Czech Republic,0.75,1.0,4,0.75,1.0,4
Turkey,Estonia,1.0,2.5,2,1.0,2.5,2
Turkey,Faroe Islands,0.5,1.5,2,0.5,1.5,2
Turkey,Finland,1.0,1.0,2,1.0,1.0,2
Turkey,France,1.0,1.0,2,1.0,1.0,2
Turkey,Georgia,1.0,2.0,1,1.0,2.0,1
Turkey,Germany,0.0,-2.5,2,0.0,-2.5,2
Turkey,Gibraltar,1.0,4.5,2,1.0,4.5,2
Turkey,Hungary,0.25,-1.25,4,0.25,-1.25,4
Turkey,Iceland,0.5,-0.5,8,0.6,-0.0,5
Turkey,Italy,0.0,-3.0,1,0.0,-3.0,1
Turkey,Kazakhstan,1.0,1.75,4,1.0,1.75,4
Turkey,Kosovo,1.0,2.5,2,1.0,2.5,2
Turkey,Latvia,1.0,1.0,6,1.0,1.2,5
Turkey,Lithuania,1.0,4.0,2,1.0,4.0,2
Turkey,Luxembourg,1.0,1.0,2,1.0,1.0,2
Turkey,Moldova,1.0,4.0,2,1.0,4.0,2
Turkey,Montenegro,0.75,-0.0,4,0.75,-0.0,4
Turkey,Netherlands,0.4285714285714286,-0.7142857142857143,7,0.6,-0.2,5
Turkey,Norway,1.0,1.5,2,1.0,1.5,2
Turkey,Portugal,0.0,-2.5,2,0.0,-2.5,2
Turkey,Romania,0.5,0.5,2,0.5,0.5,2
Turkey,Russia,0.5,-0.5,4,0.5,-0.5,4
Turkey,Serbia,1.0,-0.0,2,1.0,-0.0,2
Turkey,Spain,0.0,-3.0,1,0.0,-3.0,1
Turkey,Sweden,0.5,-0.0,2,0.5,-0.0,2
Turkey,Switzerland,0.0,-2.0,1,0.0,-2.0,1
Turkey,Ukraine,0.0,-1.0,2,0.0,-1.0,2
Turkey,Wales,0.2,0.0,5,0.2,0.0,5
Turkmenistan,Guam,0.5,-0.0,2,0.5,-0.0,2
Turkmenistan,Hong Kong,1.0,-0.0,2,1.0,-0.0,2
Turkmenistan,India,1.0,1.0,2,1.0,1.0,2
Turkmenistan,Indonesia,0.5,-0.5,2,0.5,-0.5,2
Turkmenistan,Iran,0.25,-2.0,4,0.25,-2.0,4
Turkmenistan,Lebanon,0.5,-0.0,2,0.5,-0.0,2
Turkmenistan,North Korea,1.0,2.0,1,1.0,2.0,1
Turkmenistan,Oman,0.5,-0.5,2,0.5,-0.5,2
Turkmenistan,South Korea,0.0,-3.5,2,0.0,-3.5,2
Turkmenistan,Sri Lanka,1.0,2.0,2,1.0,2.0,2
Turkmenistan,Uzbekistan,0.0,-2.0,2,0.0,-2.0,2
Turks and Caicos Islands,Anguilla,1.0,-0.0,2,1.0,-0.0,2
Turks and Caicos Islands,Bahamas,0.0,-5.0,2,0.0,-5.0,2
Turks and Caicos Islands,Belize,0.0,-5.0,1,0.0,-5.0,1
Turks and Caicos Islands,Haiti,0.0,-10.0,1,0.0,-10.0,1
Turks and Caicos Islands,Nicaragua,0.0,-7.0,1,0.0,-7.0,1
Turks and Caicos Islands,Saint Kitts and Nevis,0.0,-4.0,2,0.0,-4.0,2
Uganda,Algeria,0.0,-1.0,1,0.0,-1.0,1
Uganda,Angola,1.0,0.5,2,1.0,0.5,2
Uganda,Botswana,1.0,1.0,1,1.0,1.0,1
Uganda,Congo,1.0,0.5,2,1.0,0.5,2
Uganda,Egypt,0.5,-0.0,2,0.5,-0.0,2
Uganda,Ghana,1.0,-0.0,2,1.0,-0.0,2
Uganda,Guinea,0.0,-1.0,1,0.0,-1.0,1
Uganda,Kenya,1.0,-0.0,2,1.0,-0.0,2
Uganda,Liberia,0.5,-0.5,2,0.5,-0.5,2
Uganda,Mali,0.5,-0.5,2,0.5,-0.5,2
Uganda,Rwanda,1.0,1.0,2,1.0,1.0,2
Uganda,Senegal,0.5,-0.5,2,0.5,-0.5,2
Uganda,Somalia,1.0,1.0,1,1.0,1.0,1
Uganda,Togo,1.0,2.0,2,1.0,2.0,2
Ukraine,Albania,0.5,-0.0,2,0.5,-0.0,2
Ukraine,Armenia,1.0,4.0,2,1.0,4.0,2
Ukraine,Austria,0.0,-1.0,1,0.0,-1.0,1
Ukraine,Belarus,1.0,2.0,2,1.0,2.0,2
Ukraine,Belgium,1.0,-0.0,1,1.0,-0.0,1
Ukraine,Bosnia and Herzegovina,1.0,1.0,3,1.0,1.0,3
Ukraine,Croatia,0.0,-1.5,2,0.0,-1.5,2
Ukraine,Czech Republic,0.75,0.25,4,0.75,0.25,4
Ukraine,England,0.5,-1.1666666666666667,6,0.6,-1.2,5
Ukraine,Finland,1.0,0.75,4,1.0,0.75,4
Ukraine,France,0.6,-0.6,5,0.6,-0.6,5
Ukraine,Georgia,1.0,0.5,2,1.0,0.5,2
Ukraine,Germany,0.0,-1.6666666666666667,3,0.0,-1.6666666666666667,3
Ukraine,Iceland,0.6666666666666667,-0.3333333333333333,3,0.6666666666666667,-0.3333333333333333,3
Ukraine,Italy,0.5,-0.5,2,0.5,-0.5,2
Ukraine,Kazakhstan,1.0,-0.0,2,1.0,-0.0,2
Ukraine,Kosovo,1.0,2.5,2,1.0,2.5,2
Ukraine,Lithuania,1.0,2.5,2,1.0,2.5,2
Ukraine,Luxembourg,1.0,2.0,4,1.0,2.0,4
Ukraine,Malta,1.0,1.5,2,1.0,1.5,2
Ukraine,Moldova,1.0,0.5,2,1.0,0.5,2
Ukraine,Montenegro,0.5,1.5,2,0.5,1.5,2
Ukraine,Netherlands,0.0,-1.0,1,0.0,-1.0,1
Ukraine,North Macedonia,1.0,1.4,5,1.0,1.4,5
Ukraine,Northern Ireland,0.0,-2.0,1,0.0,-2.0,1
Ukraine,Poland,0.6666666666666667,0.6666666666666666,3,0.6666666666666667,0.6666666666666666,3
Ukraine,Portugal,1.0,0.5,2,1.0,0.5,2
Ukraine,Republic of Ireland,1.0,0.5,2,1.0,0.5,2
Ukraine,Romania,0.0,-3.0,1,0.0,-3.0,1
Ukraine,San Marino,1.0,8.5,2,1.0,8.5,2
Ukraine,Scotland,0.6666666666666667,-0.3333333333333333,3,0.6666666666666667,-0.3333333333333333,3
Ukraine,Serbia,1.0,2.5,2,1.0,2.5,2
Ukraine,Slovakia,0.6,-0.4,5,0.6,-0.4,5
Ukraine,Slovenia,1.0,1.0,2,1.0,1.0,2
Ukraine,Spain,0.25,-1.25,4,0.25,-1.25,4
Ukraine,Sweden,1.0,1.0,2,1.0,1.0,2
Ukraine,Switzerland,0.5,-1.0,2,0.5,-1.0,2
Ukraine,Turkey,1.0,1.0,2,1.0,1.0,2
Ukraine,Wales,0.0,-1.0,1,0.0,-1.0,1
United Arab Emirates,Australia,0.0,-1.3333333333333333,3,0.0,-1.3333333333333333,3
United Arab Emirates,Bahrain,1.0,1.0,2,1.0,1.0,2
United Arab Emirates,India,1.0,1.5,2,1.0,1.5,2
United Arab Emirates,Indonesia,1.0,5.0,2,1.0,5.0,2
United Arab Emirates,Iran,0.0,-1.0,3,0.0,-1.0,3
United Arab Emirates,Iraq,0.5,-0.0,4,0.5,-0.0,4
United Arab Emirates,Japan,0.5,-0.5,2,0.5,-0.5,2
United Arab Emirates,Kuwait,0.0,-1.0,2,0.0,-1.0,2
United Arab Emirates,Kyrgyzstan,1.0,3.0,1,1.0,3.0,1
United Arab Emirates,Lebanon,0.75,0.25,4,0.75,0.25,4
United Arab Emirates,Malaysia,1.0,4.0,4,1.0,4.0,4
United Arab Emirates,Nepal,1.0,4.0,2,1.0,4.0,2
United Arab Emirates,North Korea,1.0,-0.0,1,1.0,-0.0,1
United Arab Emirates,Palestine,1.0,1.0,2,1.0,1.0,2
United Arab Emirates,Qatar,1.0,3.5,2,1.0,3.5,2
United Arab Emirates,Saudi Arabia,0.5,-0.75,4,0.5,-0.75,4
United Arab Emirates,South Korea,0.25,-0.75,4,0.25,-0.75,4
United Arab Emirates,Syria,1.0,1.0,2,1.0,1.0,2
United Arab Emirates,Thailand,0.75,0.75,4,0.75,0.75,4
United Arab Emirates,Timor-Leste,1.0,5.5,2,1.0,5.5,2
United Arab Emirates,Uzbekistan,0.0,-1.0,1,0.0,-1.0,1
United Arab Emirates,Vietnam,0.5,0.0,2,0.5,0.0,2
United Arab Emirates,Yemen,1.0,2.0,2,1.0,2.0,2
United States,Algeria,1.0,1.0,1,1.0,1.0,1
United States,Antigua and Barbuda,1.0,1.5,2,1.0,1.5,2
United States,Argentina,0.0,-4.0,1,0.0,-4.0,1
United States,Belgium,0.0,-1.0,1,0.0,-1.0,1
United States,Bolivia,1.0,2.0,1,1.0,2.0,1
United States,Canada,0.5,-1.0,2,0.5,-1.0,2
United States,Colombia,0.0,-1.5,2,0.0,-1.5,2
United States,Costa Rica,0.4285714285714286,-0.5714285714285714,7,0.4,-0.6,5
United States,Ecuador,1.0,1.0,1,1.0,1.0,1
United States,El Salvador,1.0,0.5,2,1.0,0.5,2
United States,England,1.0,-0.0,2,1.0,-0.0,2
United States,Germany,0.0,-1.0,1,0.0,-1.0,1
United States,Ghana,0.5,-0.0,2,0.5,-0.0,2
United States,Guatemala,0.75,1.0,4,0.75,1.0,4
United States,Honduras,0.8333333333333334,2.0,6,1.0,2.6,5
United States,Iran,1.0,1.0,1,1.0,1.0,1
United States,Jamaica,0.8333333333333334,0.8333333333333334,6,1.0,1.2,5
United States,Mexico,0.8333333333333334,0.5,6,0.8,0.6,5
United States,Netherlands,0.0,-2.0,1,0.0,-2.0,1
United States,Panama,0.7142857142857143,1.2857142857142858,7,0.6,1.2,5
United States,Paraguay,1.0,1.0,1,1.0,1.0,1
United States,Portugal,1.0,-0.0,1,1.0,-0.0,1
United States,Saint Vincent and the Grenadines,1.0,5.5,2,1.0,5.5,2
United States,Slovenia,1.0,-0.0,1,1.0,-0.0,1
United States,Trinidad and Tobago,0.6666666666666667,1.6666666666666667,3,0.6666666666666667,1.6666666666666667,3
United States,Uruguay,0.0,-1.0,1,0.0,-1.0,1
United States,Wales,0.0,0.0,1,0.0,0.0,1
United States Virgin Islands,Antigua and Barbuda,0.0,-6.666666666666667,3,0.0,-6.666666666666667,3
United States Virgin Islands,Barbados,0.5,-1.5,2,0.5,-1.5,2
United States Virgin Islands,British Virgin Islands,1.0,0.75,4,1.0,0.75,4
United States Virgin Islands,Curaçao,0.0,-4.0,2,0.0,-4.0,2
United States Virgin Islands,El Salvador,0.0,-7.0,1,0.0,-7.0,1
United States Virgin Islands,Grenada,0.0,-1.0,1,0.0,-1.0,1
United States Virgin Islands,Haiti,0.0,-6.5,2,0.0,-6.5,2
United States Virgin Islands,Montserrat,0.0,-4.0,1,0.0,-4.0,1
Uruguay,Argentina,0.4,-0.7,10,0.4,-0.6,5
Uruguay,Bolivia,0.7777777777777778,1.2222222222222223,9,0.8,1.6,5
Uruguay,Brazil,0.5714285714285714,-0.8571428571428571,7,0.6,-0.6,5
Uruguay,Canada,1.0,-0.0,1,1.0,-0.0,1
Uruguay,Chile,0.7272727272727273,0.7272727272727273,11,1.0,1.2,5
Uruguay,Colombia,0.7272727272727273,0.18181818181818182,11,0.8,-0.0,5
Uruguay,Costa Rica,0.0,-2.0,1,0.0,-2.0,1
Uruguay,Ecuador,0.5555555555555556,0.1111111111111111,9,0.6,0.4,5
Uruguay,Egypt,1.0,1.0,1,1.0,1.0,1
Uruguay,England,1.0,1.0,1,1.0,1.0,1
Uruguay,France,0.5,-1.0,2,0.5,-1.0,2
Uruguay,Germany,0.0,-1.0,1,0.0,-1.0,1
Uruguay,Ghana,1.0,1.0,2,1.0,1.0,2
Uruguay,Italy,1.0,1.0,1,1.0,1.0,1
Uruguay,Jamaica,1.0,2.0,2,1.0,2.0,2
Uruguay,Japan,1.0,-0.0,1,1.0,-0.0,1
Uruguay,Jordan,1.0,2.5,2,1.0,2.5,2
Uruguay,Mexico,0.6666666666666667,-0.0,3,0.6666666666666667,-0.0,3
Uruguay,Netherlands,0.0,-1.0,1,0.0,-1.0,1
Uruguay,Panama,1.0,2.0,1,1.0,2.0,1
Uruguay,Paraguay,1.0,1.0,10,1.0,0.6,5
Uruguay,Peru,0.8,0.5,10,0.6,-0.2,5
Uruguay,Portugal,0.5,-0.5,2,0.5,-0.5,2
Uruguay,Russia,1.0,3.0,1,1.0,3.0,1
Uruguay,Saudi Arabia,1.0,1.0,1,1.0,1.0,1
Uruguay,South Africa,1.0,3.0,1,1.0,3.0,1
Uruguay,South Korea,1.0,0.5,2,1.0,0.5,2
Uruguay,United States,1.0,1.0,1,1.0,1.0,1
Uruguay,Venezuela,0.375,0.75,8,0.4,1.2,5
Uzbekistan,Bahrain,1.0,2.5,2,1.0,2.5,2
Uzbekistan,China PR,0.5,0.5,2,0.5,0.5,2
Uzbekistan,Hong Kong,1.0,2.5,2,1.0,2.5,2
Uzbekistan,Iran,0.5714285714285714,-0.42857142857142855,7,0.6,-0.6,5
Uzbekistan,Japan,1.0,0.5,2,1.0,0.5,2
Uzbekistan,Jordan,1.0,-0.0,2,1.0,-0.0,2
Uzbekistan,Kyrgyzstan,1.0,2.6666666666666665,3,1.0,2.6666666666666665,3
Uzbekistan,Lebanon,1.0,0.5,2,1.0,0.5,2
Uzbekistan,North Korea,0.8333333333333334,0.6666666666666666,6,0.8,0.6,5
Uzbekistan,Palestine,0.5,-0.0,2,0.5,-0.0,2
Uzbekistan,Philippines,1.0,2.5,2,1.0,2.5,2
Uzbekistan,Qatar,0.8,1.2,5,0.8,1.2,5
Uzbekistan,Saudi Arabia,0.0,-2.0,2,0.0,-2.0,2
Uzbekistan,Singapore,1.0,3.5,2,1.0,3.5,2
